KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
,,,,,,,人口総数,男,女,世帯総数
11101,1,さいたま市西区,,0,,,93499,45843,47656,38197
111010010,2,さいたま市西区,宮前町,0,,,3327,1665,1662,1360
111010020,3,さいたま市西区,三橋,0,,,13439,6683,6756,5564
11101002005,4,さいたま市西区,三橋五丁目,0,,,3643,1806,1837,1550
11101002006,4,さいたま市西区,三橋六丁目,0,,,9796,4877,4919,4014
111010030,3,さいたま市西区,大字指扇,0,,,17552,8594,8958,7333
11101003001,4,さいたま市西区,大字指扇,0,,,553,251,302,196
11101003002,4,さいたま市西区,大字指扇,0,,,4497,2224,2273,1843
11101003003,4,さいたま市西区,大字指扇,0,,,7656,3725,3931,3300
11101003004,4,さいたま市西区,大字指扇,0,,,4846,2394,2452,1994
111010040,2,さいたま市西区,大字指扇領別所,0,,,2647,1284,1363,1259
111010050,2,さいたま市西区,大字宝来,0,,,4293,2018,2275,1729
111010060,2,さいたま市西区,大字峰岸,0,,,608,285,323,301
111010070,2,さいたま市西区,大字指扇領辻,0,,,400,208,192,155
111010080,2,さいたま市西区,大字中釘,0,,,1772,859,913,660
111010090,2,さいたま市西区,大字高木,0,,,3028,1474,1554,1059
111010100,2,さいたま市西区,大字清河寺,0,,,1359,623,736,435
111010110,2,さいたま市西区,大字内野本郷,0,,,5481,2706,2775,2126
111010120,2,さいたま市西区,大字西新井,0,,,595,298,297,240
111010130,2,さいたま市西区,大字平方領領家,0,,,293,147,146,112
111010140,2,さいたま市西区,大字西遊馬,0,,,4376,2144,2232,1895
111010150,2,さいたま市西区,大字土屋,0,,,3369,1637,1732,1477
111010160,2,さいたま市西区,大字二ツ宮,0,,,2029,986,1043,833
111010170,2,さいたま市西区,大字飯田新田,0,,,1167,568,599,395
111010180,2,さいたま市西区,大字塚本,0,,,94,59,35,12
111010190,2,さいたま市西区,大字植田谷本村新田,0,,,16,7,9,8
111010200,3,さいたま市西区,湯木町,0,,,193,95,98,74
11101020001,4,さいたま市西区,湯木町一丁目,0,,,91,46,45,37
11101020002,4,さいたま市西区,湯木町二丁目,0,,,102,49,53,37
111010210,3,さいたま市西区,塚本町,0,,,383,203,180,117
11101021001,4,さいたま市西区,塚本町一丁目,0,,,105,60,45,22
11101021002,4,さいたま市西区,塚本町二丁目,0,,,110,57,53,42
11101021003,4,さいたま市西区,塚本町三丁目,0,,,168,86,82,53
111010220,3,さいたま市西区,プラザ,0,,,3205,1537,1668,1342
11101022001,4,さいたま市西区,プラザ,0,,,1220,599,621,502
11101022002,4,さいたま市西区,プラザ,0,,,1985,938,1047,840
111010230,2,さいたま市西区,大字島根,0,,,1176,576,600,453
111010240,2,さいたま市西区,大字三条町,0,,,509,249,260,193
111010250,2,さいたま市西区,大字植田谷本,0,,,2428,1191,1237,1169
111010260,2,さいたま市西区,大字中野林,0,,,2135,1032,1103,816
111010270,2,さいたま市西区,大字飯田,0,,,1044,531,513,408
111010280,2,さいたま市西区,大字水判土,0,,,1469,713,756,595
111010290,2,さいたま市西区,大字佐知川,0,,,7227,3546,3681,2915
111010310,3,さいたま市西区,西大宮,0,,,7885,3925,3960,3162
11101031001,4,さいたま市西区,西大宮一丁目,0,,,2103,1025,1078,949
11101031002,4,さいたま市西区,西大宮二丁目,0,,,1035,509,526,417
11101031003,4,さいたま市西区,西大宮三丁目,0,,,2678,1332,1346,1083
11101031004,4,さいたま市西区,西大宮四丁目,0,,,2069,1059,1010,713
11102,1,さいたま市北区,,0,,,149242,73370,75872,66563
111020010,2,さいたま市北区,大成町,0,,,6215,3005,3210,2701
111020020,3,さいたま市北区,東大成町,0,,,10337,5097,5240,4998
11102002001,4,さいたま市北区,東大成町一丁目,0,,,4613,2300,2313,2456
11102002002,4,さいたま市北区,東大成町二丁目,0,,,5724,2797,2927,2542
111020030,3,さいたま市北区,日進町,0,,,31650,15806,15844,14096
11102003001,4,さいたま市北区,日進町一丁目,0,,,10220,5495,4725,4176
11102003002,4,さいたま市北区,日進町二丁目,0,,,10293,4922,5371,4785
11102003003,4,さいたま市北区,日進町三丁目,0,,,5627,2761,2866,2720
11102003004,4,さいたま市北区,日進町二丁目,0,,,5510,2628,2882,2415
111020040,2,さいたま市北区,櫛引町,0,,,5037,2449,2588,2073
111020050,3,さいたま市北区,宮原町,0,,,30990,15358,15632,13792
11102005001,4,さいたま市北区,宮原町一丁目,0,,,10882,5239,5643,4405
11102005002,4,さいたま市北区,宮原町二丁目,0,,,6420,3280,3140,3074
11102005003,4,さいたま市北区,宮原町三丁目,0,,,7444,3666,3778,3372
11102005004,4,さいたま市北区,宮原町四丁目,0,,,6244,3173,3071,2941
111020060,3,さいたま市北区,吉野町,0,,,11317,5699,5618,4890
11102006001,4,さいたま市北区,吉野町一丁目,0,,,7075,3603,3472,3158
11102006002,4,さいたま市北区,吉野町二丁目,0,,,4242,2096,2146,1732
111020070,2,さいたま市北区,別所町,0,,,6221,2998,3223,2398
111020080,2,さいたま市北区,奈良町,0,,,9465,4706,4759,4210
111020090,3,さいたま市北区,植竹町,0,,,6753,3188,3565,3098
11102009001,4,さいたま市北区,植竹町一丁目,0,,,5227,2559,2668,2383
11102009002,4,さいたま市北区,植竹町二丁目,0,,,1526,629,897,715
111020100,2,さいたま市北区,盆栽町,0,,,3744,1776,1968,1740
111020110,3,さいたま市北区,土呂町,0,,,12266,5905,6361,6077
11102011000,4,さいたま市北区,土呂町,0,,,600,283,317,317
11102011001,4,さいたま市北区,土呂町一丁目,0,,,6164,2981,3183,2999
11102011002,4,さいたま市北区,土呂町二丁目,0,,,5502,2641,2861,2761
111020130,2,さいたま市北区,今羽町,0,,,3992,1926,2066,1718
111020140,2,さいたま市北区,本郷町,0,,,11255,5457,5798,4772
11103,1,さいたま市大宮区,,0,,,117784,58338,59446,55188
111030010,3,さいたま市大宮区,大原,0,,,919,448,471,427
11103001006,4,さいたま市大宮区,大原六丁目,0,,,441,223,218,194
11103001007,4,さいたま市大宮区,大原七丁目,0,,,478,225,253,233
111030020,3,さいたま市大宮区,北袋町,0,,,6359,3185,3174,2842
11103002001,4,さいたま市大宮区,北袋町一丁目,0,,,3290,1591,1699,1447
11103002002,4,さいたま市大宮区,北袋町二丁目,0,,,3069,1594,1475,1395
111030030,3,さいたま市大宮区,吉敷町,0,,,5485,2657,2828,2877
11103003001,4,さいたま市大宮区,吉敷町一丁目,0,,,1270,640,630,624
11103003002,4,さいたま市大宮区,吉敷町二丁目,0,,,1566,777,789,828
11103003003,4,さいたま市大宮区,吉敷町三丁目,0,,,1301,617,684,660
11103003004,4,さいたま市大宮区,吉敷町四丁目,0,,,1348,623,725,765
111030040,3,さいたま市大宮区,浅間町,0,,,2734,1350,1384,1289
11103004001,4,さいたま市大宮区,浅間町一丁目,0,,,1206,591,615,618
11103004002,4,さいたま市大宮区,浅間町二丁目,0,,,1528,759,769,671
111030050,3,さいたま市大宮区,天沼町,0,,,9385,4615,4770,4190
11103005001,4,さいたま市大宮区,天沼町一丁目,0,,,4321,2114,2207,1950
11103005002,4,さいたま市大宮区,天沼町二丁目,0,,,5064,2501,2563,2240
111030060,3,さいたま市大宮区,堀の内町,0,,,8442,4110,4332,3866
11103006001,4,さいたま市大宮区,堀の内町一丁目,0,,,4466,2153,2313,2120
11103006002,4,さいたま市大宮区,堀の内町二丁目,0,,,1897,929,968,812
11103006003,4,さいたま市大宮区,堀の内町三丁目,0,,,2079,1028,1051,934
111030070,3,さいたま市大宮区,寿能町,0,,,4343,2026,2317,2110
11103007001,4,さいたま市大宮区,寿能町一丁目,0,,,1334,637,697,708
11103007002,4,さいたま市大宮区,寿能町二丁目,0,,,3009,1389,1620,1402
111030080,3,さいたま市大宮区,高鼻町,0,,,3879,1878,2001,1800
11103008001,4,さいたま市大宮区,高鼻町一丁目,0,,,1907,912,995,893
11103008002,4,さいたま市大宮区,高鼻町二丁目,0,,,1339,667,672,611
11103008003,4,さいたま市大宮区,高鼻町三丁目,0,,,625,295,330,290
11103008004,4,さいたま市大宮区,高鼻町四丁目,0,,,8,4,4,6
111030090,3,さいたま市大宮区,土手町,0,,,4301,2158,2143,2210
11103009001,4,さいたま市大宮区,土手町一丁目,0,,,2177,1082,1095,1132
11103009002,4,さいたま市大宮区,土手町二丁目,0,,,761,382,379,371
11103009003,4,さいたま市大宮区,土手町三丁目,0,,,1363,694,669,707
111030100,3,さいたま市大宮区,宮町,0,,,2901,1592,1309,1945
11103010001,4,さいたま市大宮区,宮町一丁目,0,,,156,81,75,112
11103010002,4,さいたま市大宮区,宮町二丁目,0,,,365,201,164,218
11103010003,4,さいたま市大宮区,宮町三丁目,0,,,754,383,371,415
11103010004,4,さいたま市大宮区,宮町四丁目,0,,,983,549,434,704
11103010005,4,さいたま市大宮区,宮町五丁目,0,,,643,378,265,496
111030110,3,さいたま市大宮区,大門町,0,,,1486,736,750,758
11103011001,4,さいたま市大宮区,大門町一丁目,0,,,14,5,9,5
11103011002,4,さいたま市大宮区,大門町二丁目,0,,,39,19,20,18
11103011003,4,さいたま市大宮区,大門町三丁目,0,,,1433,712,721,735
111030120,3,さいたま市大宮区,仲町,0,,,635,352,283,419
11103012001,4,さいたま市大宮区,仲町一丁目,0,,,51,29,22,36
11103012002,4,さいたま市大宮区,仲町二丁目,0,,,77,46,31,55
11103012003,4,さいたま市大宮区,仲町三丁目,0,,,507,277,230,328
111030130,3,さいたま市大宮区,下町,0,,,3477,1681,1796,1547
11103013001,4,さいたま市大宮区,下町一丁目,0,,,384,183,201,188
11103013002,4,さいたま市大宮区,下町二丁目,0,,,264,146,118,181
11103013003,4,さいたま市大宮区,下町三丁目,0,,,2829,1352,1477,1178
111030140,3,さいたま市大宮区,東町,0,,,3095,1539,1556,1556
11103014001,4,さいたま市大宮区,東町一丁目,0,,,1472,728,744,727
11103014002,4,さいたま市大宮区,東町二丁目,0,,,1623,811,812,829
111030150,3,さいたま市大宮区,桜木町,0,,,10141,5159,4982,5196
11103015001,4,さいたま市大宮区,桜木町一丁目,0,,,1430,689,741,672
11103015002,4,さいたま市大宮区,桜木町二丁目,0,,,1354,729,625,852
11103015003,4,さいたま市大宮区,桜木町三丁目,0,,,1329,698,631,713
11103015004,4,さいたま市大宮区,桜木町四丁目,0,,,6028,3043,2985,2959
111030170,3,さいたま市大宮区,大成町,0,,,11620,5780,5840,5548
11103017001,4,さいたま市大宮区,大成町一丁目,0,,,4242,2111,2131,2099
11103017002,4,さいたま市大宮区,大成町二丁目,0,,,3012,1488,1524,1382
11103017003,4,さいたま市大宮区,大成町三丁目,0,,,4366,2181,2185,2067
111030180,2,さいたま市大宮区,櫛引町,0,,,6573,3230,3343,2848
111030190,3,さいたま市大宮区,三橋,0,,,22104,10964,11140,9244
11103019001,4,さいたま市大宮区,三橋一丁目,0,,,9124,4461,4663,3720
11103019002,4,さいたま市大宮区,三橋二丁目,0,,,6083,3088,2995,2584
11103019003,4,さいたま市大宮区,三橋三丁目,0,,,1644,842,802,767
11103019004,4,さいたま市大宮区,三橋四丁目,0,,,5253,2573,2680,2173
111030200,3,さいたま市大宮区,上小町,0,,,9905,4878,5027,4516
11103020001,4,さいたま市大宮区,上小町,0,,,4410,2106,2304,1915
11103020002,4,さいたま市大宮区,上小町,0,,,5495,2772,2723,2601
11104,1,さいたま市見沼区,,0,,,165049,80749,84300,70603
111040010,3,さいたま市見沼区,大和田町,0,,,16525,8041,8484,7249
11104001001,4,さいたま市見沼区,大和田町一丁目,0,,,8589,4223,4366,3878
11104001002,4,さいたま市見沼区,大和田町二丁目,0,,,7936,3818,4118,3371
111040030,2,さいたま市見沼区,堀崎町,0,,,8323,4107,4216,3519
111040041,3,さいたま市見沼区,島町,0,,,1001,508,493,352
11104004101,4,さいたま市見沼区,島町一丁目,0,,,520,259,261,185
11104004102,4,さいたま市見沼区,島町二丁目,0,,,481,249,232,167
111040042,2,さいたま市見沼区,島町,0,,,4927,2369,2558,2003
111040050,3,さいたま市見沼区,東大宮,0,,,25841,12790,13051,13005
11104005001,4,さいたま市見沼区,東大宮一丁目,0,,,2963,1476,1487,1400
11104005002,4,さいたま市見沼区,東大宮二丁目,0,,,2809,1367,1442,1304
11104005003,4,さいたま市見沼区,東大宮三丁目,0,,,2490,1160,1330,1134
11104005004,4,さいたま市見沼区,東大宮四丁目,0,,,5392,2658,2734,2861
11104005005,4,さいたま市見沼区,東大宮五丁目,0,,,3315,1634,1681,1922
11104005006,4,さいたま市見沼区,東大宮六丁目,0,,,3976,2028,1948,2048
11104005007,4,さいたま市見沼区,東大宮七丁目,0,,,4896,2467,2429,2336
111040060,3,さいたま市見沼区,片柳,0,,,502,251,251,208
11104006001,4,さいたま市見沼区,片柳一丁目,0,,,379,187,192,156
11104006002,4,さいたま市見沼区,片柳二丁目,0,,,123,64,59,52
111040070,2,さいたま市見沼区,大字片柳,0,,,2350,1062,1288,702
111040080,2,さいたま市見沼区,片柳東,0,,,16,9,7,6
111040090,2,さいたま市見沼区,大字山,0,,,470,220,250,190
111040100,3,さいたま市見沼区,染谷,0,,,1190,552,638,405
11104010001,4,さいたま市見沼区,染谷一丁目,0,,,216,106,110,80
11104010002,4,さいたま市見沼区,染谷二丁目,0,,,143,73,70,68
11104010003,4,さいたま市見沼区,染谷三丁目,0,,,831,373,458,257
111040110,2,さいたま市見沼区,大字染谷,0,,,614,323,291,240
111040120,2,さいたま市見沼区,大字東新井,0,,,3992,1917,2075,1809
111040130,2,さいたま市見沼区,大字笹丸,0,,,240,122,118,110
111040140,2,さいたま市見沼区,大字御蔵,0,,,6448,3145,3303,2639
111040150,2,さいたま市見沼区,大字南中野,0,,,7669,3716,3953,2959
111040160,2,さいたま市見沼区,大字南中丸,0,,,9676,4665,5011,3844
111040170,2,さいたま市見沼区,大字中川,0,,,7960,3897,4063,3212
111040180,2,さいたま市見沼区,大字上山口新田,0,,,718,353,365,300
111040190,2,さいたま市見沼区,大字西山村新田,0,,,50,27,23,24
111040200,2,さいたま市見沼区,大字新右エ門新田,0,,,92,54,38,41
111040210,3,さいたま市見沼区,加田屋,0,,,5,2,3,4
11104021001,4,さいたま市見沼区,加田屋一丁目,0,,,4,1,3,3
11104021002,4,さいたま市見沼区,加田屋二丁目,0,,,1,1,,1
111040230,2,さいたま市見沼区,大字西山新田,0,,,4,3,1,2
111040240,2,さいたま市見沼区,大字見山,0,,,3,2,1,1
111040250,2,さいたま市見沼区,大字膝子,0,,,630,301,329,229
111040260,2,さいたま市見沼区,大字大谷,0,,,9521,4659,4862,4026
111040270,2,さいたま市見沼区,大字蓮沼,0,,,10399,5130,5269,4232
111040280,2,さいたま市見沼区,大字風渡野,0,,,4351,2100,2251,1946
111040290,2,さいたま市見沼区,大字東門前,0,,,4021,2029,1992,1826
111040300,3,さいたま市見沼区,東宮下,0,,,789,358,431,281
11104030001,4,さいたま市見沼区,東宮下一丁目,0,,,256,94,162,74
11104030002,4,さいたま市見沼区,東宮下二丁目,0,,,437,216,221,168
11104030003,4,さいたま市見沼区,東宮下三丁目,0,,,96,48,48,39
111040310,2,さいたま市見沼区,大字東宮下,0,,,3371,1564,1807,1417
111040320,2,さいたま市見沼区,大字新堤,0,,,3033,1443,1590,1423
111040330,3,さいたま市見沼区,深作,0,,,4294,2202,2092,1695
11104033001,4,さいたま市見沼区,深作一丁目,0,,,1495,766,729,594
11104033002,4,さいたま市見沼区,深作二丁目,0,,,1017,515,502,392
11104033003,4,さいたま市見沼区,深作三丁目,0,,,1545,795,750,631
11104033005,4,さいたま市見沼区,深作五丁目,0,,,237,126,111,78
111040340,2,さいたま市見沼区,大字深作,0,,,724,365,359,327
111040350,2,さいたま市見沼区,大字丸ケ崎,0,,,1524,769,755,602
111040360,3,さいたま市見沼区,宮ケ谷塔,0,,,499,251,248,201
11104036001,4,さいたま市見沼区,宮ケ谷塔一丁目,0,,,112,53,59,41
11104036002,4,さいたま市見沼区,宮ケ谷塔二丁目,0,,,8,3,5,1
11104036003,4,さいたま市見沼区,宮ケ谷塔三丁目,0,,,297,148,149,116
11104036004,4,さいたま市見沼区,宮ケ谷塔四丁目,0,,,82,47,35,43
111040370,2,さいたま市見沼区,大字宮ケ谷塔,0,,,140,71,69,60
111040380,2,さいたま市見沼区,大字小深作,0,,,5793,2860,2933,2517
111040390,2,さいたま市見沼区,丸ケ崎町,0,,,2777,1456,1321,1372
111040400,3,さいたま市見沼区,卸町,0,,,199,47,152,2
11104040002,4,さいたま市見沼区,卸町二丁目,0,,,199,47,152,2
111040411,3,さいたま市見沼区,春野,0,,,7682,3657,4025,2952
11104041101,4,さいたま市見沼区,春野一丁目,0,,,3537,1671,1866,1499
11104041102,4,さいたま市見沼区,春野二丁目,0,,,902,380,522,343
11104041103,4,さいたま市見沼区,春野三丁目,0,,,1454,715,739,574
11104041104,4,さいたま市見沼区,春野四丁目,0,,,1789,891,898,536
111040420,3,さいたま市見沼区,春岡,0,,,6686,3352,3334,2671
11104042001,4,さいたま市見沼区,春岡一丁目,0,,,1559,747,812,574
11104042002,4,さいたま市見沼区,春岡二丁目,0,,,2293,1134,1159,922
11104042003,4,さいたま市見沼区,春岡三丁目,0,,,2834,1471,1363,1175
11105,1,さいたま市中央区,,0,,,103269,51016,52253,47770
111050030,3,さいたま市中央区,上落合,0,,,20123,9815,10308,9298
11105003001,4,さいたま市中央区,上落合一丁目,0,,,3227,1495,1732,1459
11105003002,4,さいたま市中央区,上落合二丁目,0,,,3822,1835,1987,1657
11105003003,4,さいたま市中央区,上落合三丁目,0,,,2183,1100,1083,1133
11105003004,4,さいたま市中央区,上落合四丁目,0,,,862,415,447,390
11105003005,4,さいたま市中央区,上落合五丁目,0,,,1925,976,949,1004
11105003006,4,さいたま市中央区,上落合六丁目,0,,,2852,1436,1416,1165
11105003007,4,さいたま市中央区,上落合七丁目,0,,,2541,1220,1321,1067
11105003008,4,さいたま市中央区,上落合八丁目,0,,,1536,749,787,765
11105003009,4,さいたま市中央区,上落合九丁目,0,,,1175,589,586,658
111050050,2,さいたま市中央区,大字下落合,0,,,3910,1829,2081,1811
111050060,3,さいたま市中央区,下落合,0,,,10197,5030,5167,5440
11105006002,4,さいたま市中央区,下落合二丁目,0,,,1860,892,968,969
11105006003,4,さいたま市中央区,下落合三丁目,0,,,1990,945,1045,1041
11105006004,4,さいたま市中央区,下落合四丁目,0,,,1604,800,804,857
11105006005,4,さいたま市中央区,下落合五丁目,0,,,1369,689,680,714
11105006006,4,さいたま市中央区,下落合六丁目,0,,,1907,958,949,1072
11105006007,4,さいたま市中央区,下落合七丁目,0,,,1467,746,721,787
111050070,3,さいたま市中央区,新中里,0,,,9760,4840,4920,4348
11105007001,4,さいたま市中央区,新中里一丁目,0,,,2033,1019,1014,900
11105007002,4,さいたま市中央区,新中里二丁目,0,,,1357,640,717,602
11105007003,4,さいたま市中央区,新中里三丁目,0,,,1506,761,745,670
11105007004,4,さいたま市中央区,新中里四丁目,0,,,2524,1263,1261,1050
11105007005,4,さいたま市中央区,新中里五丁目,0,,,2340,1157,1183,1126
111050080,3,さいたま市中央区,鈴谷,0,,,12442,6171,6271,5765
11105008001,4,さいたま市中央区,鈴谷一丁目,0,,,173,82,91,86
11105008002,4,さいたま市中央区,鈴谷二丁目,0,,,1445,703,742,702
11105008003,4,さいたま市中央区,鈴谷三丁目,0,,,1376,708,668,725
11105008004,4,さいたま市中央区,鈴谷四丁目,0,,,2950,1436,1514,1346
11105008005,4,さいたま市中央区,鈴谷五丁目,0,,,1088,547,541,501
11105008006,4,さいたま市中央区,鈴谷六丁目,0,,,1388,693,695,579
11105008007,4,さいたま市中央区,鈴谷七丁目,0,,,2749,1358,1391,1178
11105008008,4,さいたま市中央区,鈴谷八丁目,0,,,1016,499,517,468
11105008009,4,さいたま市中央区,鈴谷九丁目,0,,,257,145,112,180
111050090,3,さいたま市中央区,大戸,0,,,9928,4939,4989,4531
11105009001,4,さいたま市中央区,大戸一丁目,0,,,2382,1184,1198,1061
11105009002,4,さいたま市中央区,大戸二丁目,0,,,916,473,443,432
11105009003,4,さいたま市中央区,大戸三丁目,0,,,1311,638,673,532
11105009004,4,さいたま市中央区,大戸四丁目,0,,,1782,904,878,780
11105009005,4,さいたま市中央区,大戸五丁目,0,,,2167,1055,1112,1052
11105009006,4,さいたま市中央区,大戸六丁目,0,,,1370,685,685,674
111050100,3,さいたま市中央区,八王子,0,,,5437,2700,2737,2242
11105010001,4,さいたま市中央区,八王子一丁目,0,,,223,113,110,75
11105010002,4,さいたま市中央区,八王子二丁目,0,,,964,450,514,387
11105010003,4,さいたま市中央区,八王子三丁目,0,,,1903,990,913,780
11105010004,4,さいたま市中央区,八王子四丁目,0,,,617,297,320,245
11105010005,4,さいたま市中央区,八王子五丁目,0,,,1730,850,880,755
111050110,3,さいたま市中央区,上峰,0,,,5811,2932,2879,2949
11105011001,4,さいたま市中央区,上峰一丁目,0,,,1531,785,746,790
11105011002,4,さいたま市中央区,上峰二丁目,0,,,1851,921,930,903
11105011003,4,さいたま市中央区,上峰三丁目,0,,,1465,751,714,750
11105011004,4,さいたま市中央区,上峰四丁目,0,,,964,475,489,506
111050120,3,さいたま市中央区,円阿弥,0,,,4574,2267,2307,1691
11105012001,4,さいたま市中央区,円阿弥一丁目,0,,,73,33,40,21
11105012002,4,さいたま市中央区,円阿弥二丁目,0,,,643,308,335,221
11105012003,4,さいたま市中央区,円阿弥三丁目,0,,,286,124,162,110
11105012004,4,さいたま市中央区,円阿弥四丁目,0,,,1135,576,559,437
11105012005,4,さいたま市中央区,円阿弥五丁目,0,,,1758,873,885,602
11105012006,4,さいたま市中央区,円阿弥六丁目,0,,,143,70,73,60
11105012007,4,さいたま市中央区,円阿弥七丁目,0,,,536,283,253,240
111050130,3,さいたま市中央区,桜丘,0,,,2508,1247,1261,1047
11105013001,4,さいたま市中央区,桜丘一丁目,0,,,1454,716,738,599
11105013002,4,さいたま市中央区,桜丘二丁目,0,,,1054,531,523,448
111050140,3,さいたま市中央区,本町西,0,,,7219,3580,3639,3272
11105014001,4,さいたま市中央区,本町西一丁目,0,,,1284,660,624,651
11105014002,4,さいたま市中央区,本町西二丁目,0,,,996,497,499,489
11105014003,4,さいたま市中央区,本町西三丁目,0,,,1791,871,920,842
11105014004,4,さいたま市中央区,本町西四丁目,0,,,1479,745,734,672
11105014005,4,さいたま市中央区,本町西五丁目,0,,,1352,659,693,475
11105014006,4,さいたま市中央区,本町西六丁目,0,,,317,148,169,143
111050150,3,さいたま市中央区,本町東,0,,,11261,5623,5638,5299
11105015001,4,さいたま市中央区,本町東一丁目,0,,,1060,515,545,547
11105015002,4,さいたま市中央区,本町東二丁目,0,,,1126,572,554,673
11105015003,4,さいたま市中央区,本町東三丁目,0,,,1180,624,556,632
11105015004,4,さいたま市中央区,本町東四丁目,0,,,1825,901,924,912
11105015005,4,さいたま市中央区,本町東五丁目,0,,,1636,811,825,778
11105015006,4,さいたま市中央区,本町東六丁目,0,,,1333,635,698,442
11105015007,4,さいたま市中央区,本町東七丁目,0,,,3101,1565,1536,1315
111050160,2,さいたま市中央区,新都心,0,,,99,43,56,77
11106,1,さいたま市桜区,,0,,,98661,49764,48897,46374
111060010,3,さいたま市桜区,西堀,0,,,17689,8818,8871,7900
11106001001,4,さいたま市桜区,西堀一丁目,0,,,783,378,405,374
11106001002,4,さいたま市桜区,西堀二丁目,0,,,2315,1194,1121,1078
11106001003,4,さいたま市桜区,西堀三丁目,0,,,1987,996,991,928
11106001004,4,さいたま市桜区,西堀四丁目,0,,,2855,1377,1478,1227
11106001005,4,さいたま市桜区,西堀五丁目,0,,,1183,597,586,484
11106001006,4,さいたま市桜区,西堀六丁目,0,,,2142,1096,1046,963
11106001007,4,さいたま市桜区,西堀七丁目,0,,,2440,1232,1208,1072
11106001008,4,さいたま市桜区,西堀八丁目,0,,,1747,837,910,753
11106001009,4,さいたま市桜区,西堀九丁目,0,,,1485,738,747,673
11106001010,4,さいたま市桜区,西堀十丁目,0,,,752,373,379,348
111060020,3,さいたま市桜区,田島,0,,,14489,7251,7238,7191
11106002001,4,さいたま市桜区,田島一丁目,0,,,1610,791,819,749
11106002002,4,さいたま市桜区,田島二丁目,0,,,1319,643,676,641
11106002003,4,さいたま市桜区,田島三丁目,0,,,2275,1160,1115,1042
11106002004,4,さいたま市桜区,田島四丁目,0,,,2302,1163,1139,1125
11106002005,4,さいたま市桜区,田島五丁目,0,,,1323,685,638,744
11106002006,4,さいたま市桜区,田島六丁目,0,,,2910,1372,1538,1696
11106002007,4,さいたま市桜区,田島七丁目,0,,,185,86,99,73
11106002008,4,さいたま市桜区,田島八丁目,0,,,496,271,225,249
11106002009,4,さいたま市桜区,田島九丁目,0,,,478,268,210,274
11106002010,4,さいたま市桜区,田島十丁目,0,,,1591,812,779,598
111060030,3,さいたま市桜区,新開,0,,,1594,826,768,673
11106003001,4,さいたま市桜区,新開一丁目,0,,,1071,553,518,471
11106003002,4,さいたま市桜区,新開二丁目,0,,,468,245,223,201
11106003003,4,さいたま市桜区,新開三丁目,0,,,55,28,27,1
111060040,3,さいたま市桜区,道場,0,,,5098,2575,2523,2105
11106004001,4,さいたま市桜区,道場一丁目,0,,,682,353,329,349
11106004002,4,さいたま市桜区,道場二丁目,0,,,3462,1720,1742,1343
11106004003,4,さいたま市桜区,道場三丁目,0,,,954,502,452,413
111060050,2,さいたま市桜区,大字道場,0,,,12,9,3,8
111060060,3,さいたま市桜区,町谷,0,,,4199,2082,2117,1839
11106006001,4,さいたま市桜区,町谷一丁目,0,,,954,474,480,396
11106006002,4,さいたま市桜区,町谷二丁目,0,,,923,422,501,333
11106006003,4,さいたま市桜区,町谷三丁目,0,,,1509,752,757,730
11106006004,4,さいたま市桜区,町谷四丁目,0,,,813,434,379,380
111060070,3,さいたま市桜区,南元宿,0,,,3703,1830,1873,1654
11106007001,4,さいたま市桜区,南元宿一丁目,0,,,1235,627,608,540
11106007002,4,さいたま市桜区,南元宿二丁目,0,,,2468,1203,1265,1114
111060080,3,さいたま市桜区,中島,0,,,4119,2100,2019,2119
11106008001,4,さいたま市桜区,中島一丁目,0,,,2106,1069,1037,1106
11106008002,4,さいたま市桜区,中島二丁目,0,,,846,440,406,450
11106008003,4,さいたま市桜区,中島三丁目,0,,,404,206,198,193
11106008004,4,さいたま市桜区,中島四丁目,0,,,763,385,378,370
111060090,3,さいたま市桜区,栄和,0,,,9287,4860,4427,4794
11106009001,4,さいたま市桜区,栄和一丁目,0,,,1472,780,692,731
11106009002,4,さいたま市桜区,栄和二丁目,0,,,1896,977,919,881
11106009003,4,さいたま市桜区,栄和三丁目,0,,,1800,933,867,974
11106009004,4,さいたま市桜区,栄和四丁目,0,,,1203,632,571,664
11106009005,4,さいたま市桜区,栄和五丁目,0,,,1507,780,727,810
11106009006,4,さいたま市桜区,栄和六丁目,0,,,1409,758,651,734
111060110,3,さいたま市桜区,山久保,0,,,2101,1054,1047,981
11106011001,4,さいたま市桜区,山久保一丁目,0,,,891,436,455,449
11106011002,4,さいたま市桜区,山久保二丁目,0,,,1210,618,592,532
111060120,2,さいたま市桜区,大字上大久保,0,,,5185,2647,2538,2700
111060130,2,さいたま市桜区,大字下大久保,0,,,5195,2882,2313,3149
111060140,2,さいたま市桜区,大字大久保領家,0,,,6639,3239,3400,3130
111060150,2,さいたま市桜区,大字神田,0,,,5304,2658,2646,2319
111060160,2,さいたま市桜区,大字白鍬,0,,,6973,3444,3529,2948
111060170,2,さいたま市桜区,大字在家,0,,,387,193,194,148
111060180,2,さいたま市桜区,大字宿,0,,,735,347,388,213
111060190,2,さいたま市桜区,大字五関,0,,,1950,966,984,876
111060200,2,さいたま市桜区,大字塚本,0,,,1580,795,785,628
